Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"TCL","Cultures et produits animaux","704","Viet Nam","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","108084","A","Chiffre officiel"
"TCL","Cultures et produits animaux","704","Viet Nam","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","10453.85","I","Valeur imputée"
"TCL","Cultures et produits animaux","704","Viet Nam","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","12114","A","Chiffre officiel"
"TCL","Cultures et produits animaux","887","Yémen","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","81697.39","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","887","Yémen","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","130327","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","887","Yémen","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","98.7","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","887","Yémen","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","124","T","Chiffre non officiel"
"TCL","Cultures et produits animaux","894","Zambie","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","12010.62","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","7500","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5910","Exportations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","958.34","A","Chiffre officiel"
"TCL","Cultures et produits animaux","894","Zambie","5922","Exportations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","1503","A","Chiffre officiel"
"TCL","Cultures et produits animaux","716","Zimbabwe","5610","Importations - Quantité","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","tonnes","5876.56","A","Chiffre officiel"
"TCL","Cultures et produits animaux","716","Zimbabwe","5622","Importations - Valeur","21121","Viande, poulet, fraîche ou réfrigérée","2017","2017","1000 US$","4604","A","Chiffre officiel"
