Zone,Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure,Exportations - Quantité,Importations - Quantité,Nourriture,Pertes,Production,Valeur US $ du PIB par habitant,Coût d'une alimentation équilibré (PPP dollar par personne par jour),Coût des aliments d'origine animale,Population totale,Population urbaine,Part de l'élevage de poulet (%),Political_Stability,distance_km
Nigéria,-1.2418958840901737,-0.23277414742674238,-0.2896455267310826,-0.5644847262313543,-0.23404947307854232,0.13529432021041746,-0.22651764139132502,-0.6075278291977529,0.6049958978425123,0.6152751464130832,4.136532296549165,3.9105617738375598,-0.5879534165688788,-2.3139353622310823,-0.3218804280545538
Nouvelle-Calédonie,1.6125874274060705,-0.535118611224814,-0.2896455267310826,-0.4776142141738534,-0.5317015325833214,-0.3582991314758825,-0.5277177385204604,1.673369620685503,0.03802033001061756,-0.017946879466933192,-0.5802838778417477,-0.5946009746649124,-0.5477994582883311,0.04299217747628317,2.7489849664032815
Népal,-1.1671059283304468,-0.4607197117561786,-0.2896455267310826,-0.5644847262313543,-0.45934412585287787,-0.2102210959699925,-0.4418757108386569,-0.6736976523383411,1.729446626689835,2.6467267318986827,0.1008079730100397,-0.33324665992133945,-0.4985196003985681,-0.6928382620123255,0.32845747648595996
Oman,0.22689574708001883,-0.3720742145169534,-0.1990319873514332,0.6517024425736573,-0.38369774608923235,-0.3582991314758825,-0.5186817356065865,0.3567588225217123,-0.8956056086263353,-0.18467470072114278,-0.4763466773221485,-0.41884944739024876,-0.6500095339115434,0.04299217747628317,-0.08812065661119259
Ouganda,-1.2003459086681032,-0.4480560692934321,-0.2896455267310826,-0.5644847262313543,-0.447832720236671,-0.2102210959699925,-0.4313337074391371,-0.6955604646947735,-1.0276585411955936,-0.1267835933627448,0.3923849601000645,-0.12903418041429693,-0.7893316012788981,-0.5443408177174774,0.03726136830645667
Pakistan,-0.8970310880869884,1.4768175850440293,-0.26699214188617026,-0.545180167996354,1.453193692954073,2.800698959316437,1.3999628831060065,-0.6450898124526407,0.29086998248836676,0.7468458449548963,4.69518641545589,2.825029524164955,0.02774061039951854,-2.82130163023848,0.044762685818792294
Panama,0.8418353833266623,-0.24860370050517544,-0.2896455267310826,-0.3714391438813524,-0.32120725845839476,-0.2595804411386225,-0.23103564284826206,0.3579198059303774,1.9255252235350975,1.2257631876470982,-0.48722964012708536,-0.4720069776028648,0.04234204977426304,0.6436387366413062,0.6897171704066126
Paraguay,-0.9323485671957483,-0.4876299519895148,-0.26699214188617026,-0.5548324471138542,-0.48236693708529177,-0.3582991314758825,-0.4614537171520507,-0.3357061889200268,0.3348876266781201,-0.35834802279633615,-0.4320730217416338,-0.40446043485779454,-0.8738982709909605,0.1610220426830503,1.0656112354216074
Pays-Bas,0.4554206119014067,0.0363282549066198,7.740979400790347,5.304100977208701,0.019201450478010095,-0.3582991314758825,1.127376795204139,2.837402374137251,-1.0396633532473447,-1.3845994714224814,-0.16715140944161677,0.13715163847598585,-0.20466563298183302,1.2995024489435514,-1.4109182073154989
Philippines,-0.3402614174312435,1.8551439036185795,-0.2783188343086264,1.8389327740261683,1.8495149434549116,2.701980268979177,1.3864088787351954,-0.5229406749514092,1.1612188562402985,1.1468207685220095,2.018549603872988,1.7352899343535224,0.17253821753240242,-1.299202826216288,1.222954596123888
Pologne,1.215785162125297,1.2773652162557725,5.515284339777708,-0.033609374768849266,1.3413686098252058,0.9744031880771272,3.0113834027468815,0.26458744584365235,-0.7075302198155733,-1.5424843096726577,0.3534644485600938,0.4918378387231722,0.2747482931556146,0.8045109679607249,-1.1711737818114234
Polynésie française,2.059249663193328,-0.5287867899934408,-0.2896455267310826,-0.4197005394688529,-0.5284125595501195,-0.3582991314758825,-0.5277177385204604,0.7961202542252152,0.03802033001061756,-0.017946879466933192,-0.5800128724376512,-0.5955195259208301,0.1336010458664168,0.04299217747628317,2.4873132300704546
Portugal,1.3404350883915086,-0.03807064456201563,-0.04045829343704672,0.22700216140365317,-0.03177763153662058,-0.3582991314758825,0.014442436311983354,0.8245094514093344,-1.4998478152311245,-1.5477471376143304,-0.3355909477239352,-0.2849252664905824,-0.7357929902381678,1.5469981894349647,-1.1500734847039067
Roumanie,0.3370031819485057,0.050574852677209556,0.10112536184365549,0.8447480249236591,0.07675847855904473,-0.3582991314758825,0.06112845136699935,0.037373443947234526,-0.6835205957120718,0.3573965772711286,-0.1063233786205932,-0.09694047807896299,-0.014238527802872263,0.23527076483047427,-1.042463118632891
Rwanda,-1.2024234074392066,-0.5224549687620675,-0.2896455267310826,-0.5644847262313543,-0.5201901269671145,-0.3089397863072525,-0.5006097297788383,-0.6951801186154728,-1.307770822403112,0.22056305078764304,-0.28864998474353004,-0.5040181999288933,-0.764387475680376,0.27239512590418624,0.06836188848339181
République centrafricaine,-1.144253441848308,-0.535118611224814,-0.2896455267310826,-0.5258756097613538,-0.5317015325833214,-0.3582991314758825,-0.5186817356065865,-0.718726529315011,0.32088201261774396,2.1414952494981194,-0.46524165658047967,-0.5126846185557381,-0.8720730910691175,-2.326310149255653,-0.20339052965448745
République de Moldova,-0.1574415255741333,-0.4480560692934321,-0.2896455267310826,-0.4100482603513528,-0.441254774170267,-0.3582991314758825,-0.4478997127812396,-0.5772546750312068,-1.6058903216882565,-0.6899061831217064,-0.5095808602656695,-0.5215303726978937,2.244725822131574,0.04299217747628317,-1.0154659200088805
République dominicaine,0.9540203169662529,0.041077120830149715,-0.25566544946371406,-0.15908900329635045,0.060313613393034836,-0.3582991314758825,-0.01868957437222155,-0.1942707457565737,0.5169606094630065,0.11004366401251964,-0.3272976111013558,-0.19106798285010265,1.6485003809961691,0.3590186350761809,0.3145078290925802
République-Unie de Tanzanie,-1.175415923414861,-0.3815719463640132,-0.2896455267310826,-0.545180167996354,-0.3804087730560304,-0.11150240563273252,-0.37109368801331005,-0.6784124141215571,-1.3297796444979886,-1.1582978699305622,0.7864046753357963,0.30082259053711535,-0.8629471914599021,0.04299217747628317,0.2998754384589641
Saint-Kitts-et-Nevis,2.6866542920665926,-0.5461992983797171,-0.2896455267310826,-0.5258756097613538,-0.5448574247161293,-0.3582991314758825,-0.5292237390061062,0.6516371433551345,-0.529458841047936,-0.8477910213718827,-0.5860590442605115,-0.6030569188267838,0.2047830628182968,0.9653831992801435,0.20352486490879299
Sainte-Lucie,2.6409493191023152,-0.535118611224814,-0.2896455267310826,-0.46796193505635336,-0.5333460190999224,-0.3582991314758825,-0.5277177385204604,0.05668095652814171,0.0007536912377228837,-0.15309773307110752,-0.5829005777105426,-0.6022805464867329,0.5357490219791743,1.386125958115546,0.24032464172270007
Samoa,3.2392689651801305,-0.5287867899934408,-0.2896455267310826,-0.4003959812338527,-0.5284125595501195,-0.3582991314758825,-0.5292237390061062,-0.4423333816528771,0.03802033001061756,-0.017946879466933192,-0.5821567959209192,-0.6021392272351206,-0.5812610901887876,1.6212469115823887,2.5812676769613874
Sao Tomé-et-Principe,-0.6394212404701513,-0.5493652089954038,-0.2896455267310826,-0.545180167996354,-0.5465019112327304,-0.3582991314758825,-0.5277177385204604,-0.6178208861701051,0.05077374145335096,0.7257945331882061,-0.5821468843639367,-0.5968472773618831,0.36174853609680113,0.39614299614989285,-0.14545027954310372
Serbie,-0.579173776108149,-0.4100651419051928,-0.250002103252486,-0.44865737682135315,-0.40178709777184324,-0.3582991314758825,-0.4012136977262236,-0.2920170612658661,1.6154009121982036,0.6363264581797734,-0.40498771485798174,-0.36901026895907224,-0.39387595154623184,0.27239512590418624,-1.1511020969827055
Sierra Leone,-1.0486884983775457,-0.5050424603757911,-0.2896455267310826,-0.429352818586353,-0.5004562887679026,-0.3089397863072525,-0.5036217307501296,-0.7151746640029237,-0.8415839543934565,-0.647803559588326,-0.3997954993485435,-0.45359612137405037,0.4158955404448124,0.11152289458476762,-0.32029855615453745
Slovaquie,-0.3215639284913118,-0.4353924268306857,-0.09142840933809952,0.043608858171151454,-0.42480990900425714,-0.3582991314758825,-0.4222977045252631,0.5310972519166124,-0.49944681091855964,-1.1056695905138367,-0.4544347393420467,-0.46402232048895237,0.24128666125515819,1.2871276619189806,-1.242376098803814
Slovénie,0.5052805824078914,-0.4702174436032384,-0.12540848660546805,-0.3714391438813524,-0.46592207191928187,-0.3582991314758825,-0.4207917040396174,0.9626622743399955,-0.9296192427729623,-0.9425219243219884,-0.5359981867991828,-0.5499563652505901,-0.4802678011801374,1.237628513820698,-1.2741958642673465
Soudan,-1.1941134123547925,-0.4433072033699022,-0.2896455267310826,-0.545180167996354,-0.44289926068686797,-0.2102210959699925,-0.4283217064678458,-0.5326297628944465,0.8230833167826513,1.7152061862226442,0.4058789102015453,0.06147582398574867,-0.9031011497404497,-2.2891857881819413,-0.34718302486258246
Sri Lanka,-0.7578386704230522,-0.24860370050517544,-0.2783188343086264,-0.5644847262313543,-0.28009509554337003,0.13529432021041746,-0.24007164576213613,-0.4485947755328949,0.879105773024155,0.641589286121446,-0.06218619004385294,-0.42056753416196346,0.42684661997587087,0.07439853351105563,0.6514610665795767
Suriname,0.6195430148185851,-0.5129572369150077,-0.26132879567494216,-0.3907437021163526,-0.5201901269671145,-0.3582991314758825,-0.5141637341496494,-0.3160347452911159,3.4141219179521953,2.815137226032204,-0.5728817024903277,-0.5861002802026822,2.842776443188821,0.32189427400246895,0.3113202004005807
Suède,0.16664828271801657,-0.25651847704439196,-0.1593885638728366,0.24630671963865336,-0.28009509554337003,-0.3582991314758825,-0.29278166275973483,3.2500022241338473,-0.3533882642889252,-1.2267146331723051,-0.3416780108225239,-0.1913862974198886,-0.7084152914105217,1.3737511710909753,-1.126216520166033
Sénégal,-0.9718210438467152,-0.4306435609071557,-0.2896455267310826,-0.5644847262313543,-0.4297433685540601,-0.1608617508013625,-0.41326170161138903,-0.651997814778363,-2.1461068640170415,-2.631889693598873,-0.2171829228352286,-0.25004381625532757,-0.04222461993779936,0.09914810756019696,-0.4499918086631588
Tadjikistan,-1.0050610241843716,-0.4892129072973581,-0.2896455267310826,-0.1976981197663508,-0.48565591011849374,-0.3582991314758825,-0.5262117380348148,-0.6895845819801888,-0.47143558279780734,-0.2846684316129211,-0.36932942385117146,-0.4889074037365481,-0.8556464717725298,-0.6680886879631842,-0.16885646928532952
Tchad,-1.27513586442783,-0.5414504324561872,-0.2896455267310826,-0.5548324471138542,-0.5382794786497254,-0.3582991314758825,-0.5201877360922321,-0.7010508539603746,-0.8635927764883332,0.025838416945758943,-0.21893841581812912,-0.44120878929904067,-0.9901013926816362,-1.4353254834865654,-0.43935596125066817
Tchéquie,0.25182573233326117,-0.15837524795810695,-0.13673517902792423,0.5551796513986562,-0.16498103938130074,-0.3582991314758825,-0.28374565984586075,0.7535033539038856,-0.7275382399018242,-0.9319962684386434,-0.3301279953501216,-0.2302493781680439,-0.1566025617066321,0.04299217747628317,-1.295180628462969
Thaïlande,-0.4025863805643494,0.8420525065988631,4.2183780574064755,-0.545180167996354,0.9236690346085544,1.2211999139202772,1.9948330749360492,-0.26867359014025627,1.4173215133443153,0.341608093446111,1.143591067395546,1.0183379218864759,0.9494564709302713,-0.7670869841597495,0.890549878324319
Timor-Leste,-1.0029835254132682,-0.5446163430718738,-0.2896455267310826,-0.45830965593885326,-0.5415684516829273,-0.3582991314758825,-0.5277177385204604,-0.6565552209465293,0.03802033001061756,-0.017946879466933192,-0.5568748797413494,-0.5851658251580565,-0.8629471914599021,0.24764555185504494,1.824805388753852
Togo,-0.8097761397006403,-0.4670515329875518,-0.2896455267310826,-0.4100482603513528,-0.46098861236947886,-0.3582991314758825,-0.46898371958027907,-0.6909742767245637,0.03802033001061756,-0.017946879466933192,-0.3955176615897976,-0.4505797505415616,0.32767851088906386,-0.9279592154791682,-0.3129338539602343
Tunisie,-0.0016291177413688916,-0.24385483458164553,-0.26699214188617026,-0.5644847262313543,-0.22911601352873934,-0.3582991314758825,-0.2084456355635769,-0.4967152410151834,0.4269245190748757,-0.18993752866281532,-0.2988763679301283,-0.2258124121550176,1.2694713505600903,-1.1012062338231574,-1.1433709817535658
Turkménistan,-0.9884410340155434,-0.5097913262993211,-0.2896455267310826,-0.4776142141738534,-0.5070342348343065,-0.3089397863072525,-0.49910372929319263,-0.25705794667956283,0.03802033001061756,-0.017946879466933192,-0.4415212500542949,-0.4631983800601532,-0.6889467055775289,0.00014981136363164852,-0.35089914606700606
Turquie,0.1458732950069814,2.0973360657186055,2.1399299978857673,-0.5355278888788539,2.2030795445241242,-0.3582991314758825,2.771929325529219,0.024070408694130678,-0.7795590921260772,-0.31624539926295636,1.4168088481915662,2.2746417593257595,0.1767969706833696,-2.0540648347150987,-0.944776484958504
Ukraine,0.26844572250208937,1.0446707860028064,1.2564479889341855,0.6034410469861567,1.1045625514346633,-0.3582991314758825,1.294542849110809,-0.5670027104383653,0.03802033001061756,-0.017946879466933192,0.5029786988161139,0.8586353710605531,0.8502883618434642,-2.153063130911664,-1.0030740548186605
Uruguay,-0.6892812109766357,-0.5002935944522613,-0.27265548809739837,-0.5355278888788539,-0.4988118022513016,-0.3582991314758825,-0.47952572297979884,0.6176049595497017,-0.37939869040105173,-1.379336643480809,-0.503680456686018,-0.44663728251136553,-0.7948071410444273,1.46037468026297,1.2684260636741558
Vanuatu,-0.4649113436974551,-0.5477822536875605,-0.2896455267310826,-0.5258756097613538,-0.5448574247161293,-0.3582991314758825,-0.5277177385204604,-0.5259353981122046,0.03802033001061756,-0.017946879466933192,-0.5801400870273951,-0.6005505199337059,-0.7272754839362334,1.0272571344029968,2.643987817368349
Venezuela (République bolivarienne du),0.19573326551346606,0.43839890309881974,-0.2896455267310826,-0.323177748293852,0.4303230796282575,1.1224812235830173,0.37437655238130024,-0.13398031692762719,0.03802033001061756,-0.017946879466933192,0.15891037448626816,0.7428534968284248,-0.45045652912336714,-1.3858263353882827,0.4225830058529597
Viet Nam,-0.4732213387818692,1.3565129816479378,-0.2839821805198545,2.244328496961172,1.3676803940908215,1.5667153301006873,0.8532847068166256,-0.5784542721609394,0.6470127400236398,1.6099496273891933,1.7083751669308485,1.0028659711889962,0.1518528450848476,0.5198908663955994,1.0635552850921857
Zambie,-1.0673859873174774,-0.45755380114049193,-0.2839821805198545,-0.44865737682135315,-0.4544106663030749,-0.2595804411386225,-0.45542971520946796,-0.6393105582279334,-0.3553890662975501,0.15214628754589998,-0.16493336899529698,-0.2530116638165632,-0.15416898847750793,0.34664384805161025,0.40868169751438876
Zimbabwe,-0.9759760413889224,-0.432226516214999,-0.2896455267310826,-0.5065710515263537,-0.439610287653666,-0.2102210959699925,-0.42530970549655445,-0.6383352904570795,0.3869084789023731,0.38371071697949133,-0.22711137340750434,-0.3493731016712342,-0.8647723713817452,-0.7175878360614668,0.4976801216501128
Égypte,-0.36934640022669296,1.4261630151930433,-0.2839821805198545,0.4972659766936557,1.5058172614853047,-0.3582991314758825,1.1544848039457611,-0.6035244118367649,0.388909280910998,1.7467831538726795,1.8977283345733498,1.3857626748157548,0.09588066081499318,-1.5961977148059838,-0.7016229858204619
Émirats arabes unis,1.7683998352388348,0.09964646722035207,0.24270901712435772,3.614952131646185,0.1277375605736754,-0.3582991314758825,-0.45693571569511365,2.2260286697355145,-1.0156537291438432,-0.11099510953772719,-0.36584399798428846,-0.2166662531150447,0.33193726404003104,0.9282588382064315,-0.1813450398754828
Équateur,-0.028636601765714698,-0.012743359636522717,-0.2896455267310826,-0.5644847262313543,-0.016977252887211677,0.4808097363908274,-0.017183573886575872,-0.2965369283453262,-0.9496272628592141,-0.6530663875299986,-0.1796080882509024,-0.0983377190472535,0.9226871654099064,0.04299217747628317,0.9343367534831014
Éthiopie,-1.2979883509099688,-0.5303697453012841,-0.2896455267310826,-0.5548324471138542,-0.5267680730335185,-0.3089397863072525,-0.5081397322070667,-0.6988828436874368,-0.3093706200991719,0.025838416945758943,2.054178697288293,0.41420409113421874,-0.9231781288807236,-1.917942177444821,-0.10113381031235101
Îles Salomon,-0.9925960315577506,-0.5477822536875605,-0.2896455267310826,-0.5065710515263537,-0.5448574247161293,-0.3582991314758825,-0.5292237390061062,-0.5808461599020822,0.03802033001061756,-0.017946879466933192,-0.5715127602297463,-0.5970713154184271,-0.35068002672927906,0.4085177831744635,2.3468790328499516
