Zone,Disponibilité de protéines en quantité (g/personne/jour),Disponibilité intérieure,Exportations - Quantité,Importations - Quantité,Nourriture,Pertes,Production,Valeur US $ du PIB par habitant,Coût d'une alimentation équilibré (PPP dollar par personne par jour),Coût des aliments d'origine animale,Population totale,Population urbaine,Part de l'élevage de poulet (%),Political_Stability,distance_km
Bangladesh,-1.2086559037525173,-0.15679229265026365,-0.2896455267310826,-0.5644847262313543,-0.1551141202816948,0.13529432021041746,-0.1542296180803325,-0.6390644653658278,-0.7615518740484513,1.3994365097222916,3.362602211569369,2.2161540719397066,-0.21926707235657764,-1.3982011224128534,0.5002527187098016
Barbade,1.8785072701073215,-0.5256208793777541,-0.2896455267310826,-0.545180167996354,-0.5284125595501195,-0.3582991314758825,-0.506633731721421,0.5244426645764922,0.03802033001061756,-0.017946879466933192,-0.5804098962090971,-0.5996185006044679,3.557030185936744,1.3613763840664046,0.23377180345196466
Belgique,-0.3568814076000717,-0.31192191281890774,3.425509587834543,2.697985615483676,-0.31298482587538984,-0.3582991314758825,0.16805448584784244,2.473740601910309,-0.8015679142209539,-0.6951690110633789,-0.3092994686688579,-0.0691477237679456,-0.592212169719846,0.6931378847395888,-1.4533293999494648
Belize,0.40971563893712903,-0.5224549687620675,-0.2896455267310826,-0.5644847262313543,-0.5333460190999224,-0.3582991314758825,-0.49910372929319263,-0.3920595116079228,-1.5738774895502543,-0.5320213448715301,-0.5780783366988148,-0.5957103236262007,-0.02397282071936867,0.21052119078133294,0.6733078170609043
Bolivie (État plurinational de),1.0682827493769467,0.1265567074536883,-0.2839821805198545,-0.5548324471138542,0.11293718192426651,0.9744031880771272,0.27347451984303983,-0.5062451092941415,0.5769846697217609,0.8889421993800555,-0.3080533467116735,-0.2392558895257882,0.20234948958917254,0.04299217747628317,0.9797264498121075
Bosnie-Herzégovine,-0.1304340415497875,-0.4654685776797085,-0.2443387570412579,-0.46796193505635336,-0.4576996393362769,-0.3582991314758825,-0.43735770938171986,-0.35652232466874245,1.169222064274799,0.23108870667098813,-0.5032452514487575,-0.5236822078451214,0.44083966604333447,-0.27209550317692294,-1.1768932179786837
Botswana,-1.0590759922330635,-0.5414504324561872,-0.2896455267310826,-0.5355278888788539,-0.5382794786497254,-0.3582991314758825,-0.5216937365778778,-0.17346400190493222,0.7190416123341445,1.1573464244053546,-0.528590201224704,-0.5286797227111977,-0.9469054678646835,1.423250319189258,0.640026739485315
Bulgarie,0.5094355799500984,-0.30400713627969117,-0.03479494722581863,0.47796141845865553,-0.2916065011595769,-0.3582991314758825,-0.3680816870420187,-0.14108765674283041,1.035168329696915,0.4521274802212344,-0.411883131342792,-0.3512265855630303,0.2333775482605049,0.5693900144938822,-1.0714985640782801
Burkina Faso,-1.1463309406194115,-0.47971517545029824,-0.2896455267310826,-0.5644847262313543,-0.47743347753548876,-0.2595804411386225,-0.459947716666405,-0.6979126276704147,-0.17931848953853854,1.4099621656056367,-0.10297871639302382,-0.34039610545289395,-0.7437021032328212,-0.9898331506020215,-0.4848865651286876
Bélarus,0.6486279976140346,-0.13304796303261404,0.5711830973755868,-0.36178686476385236,-0.11564644388327106,-0.3582991314758825,0.16805448584784244,-0.3274976831855712,-0.17131528150403802,-0.2688799477879035,-0.3502301220855343,-0.25055044505597107,-0.2898406960011765,0.04299217747628317,-1.0535476578503336
Bénin,-0.27170395798482716,-0.29767531504831796,-0.2896455267310826,0.622745605221157,-0.285028555093173,-0.3582991314758825,-0.502115730264484,-0.668490128611694,0.574983867713135,1.5310072082641046,-0.304116896176681,-0.3542502635416823,-0.30079177553223496,0.19814640375676226,-0.3196705027060186
Cabo Verde,0.04823085276511558,-0.5367015665326573,-0.2896455267310826,-0.44865737682135315,-0.5349905056165234,-0.3582991314758825,-0.5277177385204604,-0.5105302345539185,0.19082988205711063,-0.5162328610465124,-0.5734335516173975,-0.5868403556075439,0.07458689506015743,0.04299217747628317,-0.3881354954904564
Cambodge,-1.152563436932722,-0.4923788179130447,-0.2896455267310826,-0.46796193505635336,-0.4889448831516957,-0.3089397863072525,-0.4870557254080272,-0.6502718528568032,0.711038404299644,1.8362512288811121,-0.20075571335905973,-0.4282105702529684,-0.7370097768527298,0.27239512590418624,1.0169542471649042
